x,y,z
3.352980255788129,20.277100197004938,13.87544869765451
11.244645068868586,21.898481951048694,15.165435448352472
5.768877384558797,19.36887765585724,14.34909674176516
18.540113947719323,19.843387444877084,15.928228732147364
12.63685455464707,20.34697112334106,15.549542821752107
10.51469240188841,20.945289498093725,14.523203822423614
13.519397904180959,20.337461073580727,14.178709255796212
29.296718107439816,19.021836741464618,14.493323495832593
15.405725836549736,21.160899194952453,15.351286160232137
2.364282480725418,19.846764527260806,15.99630629955931
13.13026386132703,19.697742170176888,15.563200665071006
11.523236036369092,20.010442494711786,14.722235265657439
32.892730262298244,18.969116204481814,15.212741115984654
9.624923987357857,20.18528097759941,14.518227767545115
11.654814773590383,20.29447512948269,15.143814575290607
31.991747890292583,21.776424332486265,13.70611905385848
4.4091439037469105,21.507275933202553,16.064340924811773
19.521430656888292,19.179433430222126,16.44368616896554
17.38226613740194,19.81834411235641,15.62928663299455
4.7161780773679585,20.729186316023874,14.690936619634723
9.011662479789381,19.867521981741362,16.90032709856354
11.428782150536183,19.867651378587407,14.664524201257572
3.6884170372258307,20.006445411434818,13.788922146238047
22.006138865766403,19.978310685885997,15.945292023506374
-5.813657814850082,19.261413747860075,14.985825943679345
13.288369647753335,19.565800010269076,13.854074701562531
16.981969812937358,19.060791508508323,15.533652364919242
9.378190803897807,20.58700056715629,14.060257581593664
7.343198374953128,22.372705238971516,15.662133165601132
8.0870172245737,20.444063642470777,13.623954523459705
20.583765551597722,18.85315809245393,16.611221119126505
24.61733634662165,20.357183776968505,13.890990118277914
4.3283351464341315,19.911945907524487,15.454106776637813
25.467717437216606,19.434712067416392,15.203554948497814
15.485578761430022,18.88337555842362,13.443780121787391
-0.9365248014078738,19.882291832396273,14.52791446107673
-2.7205558758497403,19.610106128945613,15.683393375843774
13.578857550629833,19.91825892725212,13.758730446867325
18.740382846444795,18.284602674543983,15.200858903348207
7.457576345440522,19.962513137368035,16.03083632206331
4.880031634429063,19.574217947862103,13.183900430552006
15.45637400168562,19.534455023080117,15.576667607933617
9.025993753682755,21.643487678316873,15.93512863345161
10.767609012854962,20.312772416867144,14.752812300532733
20.37637276369952,19.678996739613396,15.20356316375072
18.391686531535186,19.036243400917026,13.600258339456461
32.40148064275823,18.553250448386667,14.476370476923625
18.268999355134792,20.116961999591492,15.51065208792941
12.755341877932409,20.411531194778746,15.01952082670573
20.221988981603264,19.496013647818895,15.061962506380292
-1.192800022275911,20.631183088900404,15.510269587011619
34.94756504653161,20.8975571247889,13.927379609445055
17.32915083447011,20.51085662695376,14.271654637754233
9.640348368266386,21.453741146018015,15.049613482813928
7.677901759978498,20.088670935260257,14.714304080501844
4.541340639736163,18.32233024558495,15.748063844374336
14.825830488755576,18.348303538841215,15.562844734579627
31.148013910285467,21.587509733004502,14.221009345735045
6.661642983088669,21.09225158287827,16.13180801702781
12.22580117533612,21.179906695249283,14.937128873825662
29.35811830350264,21.225204996810586,14.855928551301306
21.22215924582528,19.445086946384784,14.762910789153553
35.260025915248654,18.30564663173339,17.02445455194055
35.89521017545863,19.43477883637821,16.043329500378352
21.96328231843363,19.16777630402418,13.337485925259703
13.22000481209027,19.251921444410417,17.123284357244795
7.440864266506921,22.585903196197044,13.584613672516937
9.881713639030274,19.8569891450519,15.561841853055325
7.647507768803125,20.040252707245564,14.645945352994195
11.721824750928693,17.191653478195676,13.485298436225918
25.79947386116292,18.51499248829855,15.797806403907614
-2.2961201466668726,18.624050440507634,15.997339974267309
25.86660907466252,18.167961715118285,13.512249524713416
25.41738407386726,19.85501933386368,15.742523914688588
15.990583605040642,20.77628857636266,14.406262014948693
17.00564456821313,18.43408786817465,14.522322350235152
11.914321469038843,19.218226052377545,14.554984786888848
28.241386527903195,18.890954477006236,15.211011561230885
29.732266790123663,20.99166587026391,14.48925597949314
0.8206918921258897,18.81847157216486,14.037380997641737
19.65332414399947,18.02324046119275,14.838485063802425
12.347856340640858,18.123389246711245,14.352931736265164
11.005652651292875,20.53038799330532,15.0042513904718
7.87140570439571,21.61215223159822,13.779684885967313
15.145218527027241,19.96180917316021,14.375632062725371
17.61348964564844,19.3015701004719,14.459453213889145
7.941146447997807,19.83129596338488,14.124180243727357
6.693167282492368,18.957343897754903,13.951127710740154
5.869207815852306,18.840261758510852,15.122379414412702
11.123678036240486,20.79827725428163,14.193834062192673
6.7097523292744885,19.61610057432825,15.08355891226592
-1.438323068228545,20.011905309788023,13.871342686710186
23.82747992425331,20.692110406496127,14.982006720475876
16.765488856138017,18.949126242886198,13.76559595758305
-0.4061753895331037,19.514716036844007,17.373752449050386
24.714151369346155,20.048192273205707,15.005491797235347
29.180564770500247,21.267714359309583,16.264283348069593
9.411099502626884,18.867473658324336,13.415872655494415
11.224506733086479,20.72788161696747,13.717732350532795
20.36804095887558,21.704235488065756,14.041095825308599
